User ID,Survey ID,Question ID,Response ID,Skipped,Position,Question,Seed 1,Seed 2,Seed 3,Seed 4,Seed 5,Seed 6,Seed 7,Seed 8,Seed 9,Seed 10,Start Time,Completed Time,Language,Start Date,Completed Date,Operator Country,Ind Verified User,Verification Awareness Type,User Country Combined,Verification At,Verification Date,Ind Referred User,Session Stationary Location Name
96e399ba-d781-49fd-a775-b4907f6b3a72,339830,8623684,69630451,false,0.000000000000,Was signing up for World free for you?,33,12,15,52,56,2,67,30,null,null,2025-08-15T03:02:50.689,2025-08-15T03:06:56.689,th,2025-08-15T00:00:00.000,2025-08-15T00:00:00.000,TH,1,inbound,TH,2025-08-14T10:12:15.753,2025-08-14T00:00:00.000,0,JIB - Sa Kaeo CB
96e399ba-d781-49fd-a775-b4907f6b3a72,339830,10731063,69630451,false,2.000000000000,How well were your questions/ issues addressed at the orb?,33,12,15,52,56,2,67,30,null,null,2025-08-15T03:02:50.689,2025-08-15T03:06:56.689,th,2025-08-15T00:00:00.000,2025-08-15T00:00:00.000,TH,1,inbound,TH,2025-08-14T10:12:15.753,2025-08-14T00:00:00.000,0,JIB - Sa Kaeo CB
96e399ba-d781-49fd-a775-b4907f6b3a72,339830,5690231,69630451,false,0.000000000000,What best describes your occupation?,33,12,15,52,56,2,67,30,null,null,2025-08-15T03:02:50.689,2025-08-15T03:06:56.689,th,2025-08-15T00:00:00.000,2025-08-15T00:00:00.000,TH,1,inbound,TH,2025-08-14T10:12:15.753,2025-08-14T00:00:00.000,0,JIB - Sa Kaeo CB
96e399ba-d781-49fd-a775-b4907f6b3a72,339830,8452076,69630451,false,0.000000000000,How did you first hear about World?,33,12,15,52,56,2,67,30,null,null,2025-08-15T03:02:50.689,2025-08-15T03:06:56.689,th,2025-08-15T00:00:00.000,2025-08-15T00:00:00.000,TH,1,inbound,TH,2025-08-14T10:12:15.753,2025-08-14T00:00:00.000,0,JIB - Sa Kaeo CB
96e399ba-d781-49fd-a775-b4907f6b3a72,339830,9598058,69630451,false,0.000000000000,How safe was the environment at the Orb?,33,12,15,52,56,2,67,30,null,null,2025-08-15T03:02:50.689,2025-08-15T03:06:56.689,th,2025-08-15T00:00:00.000,2025-08-15T00:00:00.000,TH,1,inbound,TH,2025-08-14T10:12:15.753,2025-08-14T00:00:00.000,0,JIB - Sa Kaeo CB
96e399ba-d781-49fd-a775-b4907f6b3a72,339830,9597936,69630451,false,0.000000000000,How would you describe what World is?,33,12,15,52,56,2,67,30,null,null,2025-08-15T03:02:50.689,2025-08-15T03:06:56.689,th,2025-08-15T00:00:00.000,2025-08-15T00:00:00.000,TH,1,inbound,TH,2025-08-14T10:12:15.753,2025-08-14T00:00:00.000,0,JIB - Sa Kaeo CB
96e399ba-d781-49fd-a775-b4907f6b3a72,339830,9606471,69630451,false,0.000000000000,What do you plan to do with your Worldcoin tokens?,33,12,15,52,56,2,67,30,null,null,2025-08-15T03:02:50.689,2025-08-15T03:06:56.689,th,2025-08-15T00:00:00.000,2025-08-15T00:00:00.000,TH,1,inbound,TH,2025-08-14T10:12:15.753,2025-08-14T00:00:00.000,0,JIB - Sa Kaeo CB
96e399ba-d781-49fd-a775-b4907f6b3a72,339830,10731056,69630451,false,1.000000000000,"Overall, how satisfied are you with the verification location?",33,12,15,52,56,2,67,30,null,null,2025-08-15T03:02:50.689,2025-08-15T03:06:56.689,th,2025-08-15T00:00:00.000,2025-08-15T00:00:00.000,TH,1,inbound,TH,2025-08-14T10:12:15.753,2025-08-14T00:00:00.000,0,JIB - Sa Kaeo CB
96e399ba-d781-49fd-a775-b4907f6b3a72,339830,9610206,69630451,false,0.000000000000,How will you receive your tokens (WLD)?,33,12,15,52,56,2,67,30,null,null,2025-08-15T03:02:50.689,2025-08-15T03:06:56.689,th,2025-08-15T00:00:00.000,2025-08-15T00:00:00.000,TH,1,inbound,TH,2025-08-14T10:12:15.753,2025-08-14T00:00:00.000,0,JIB - Sa Kaeo CB
96e399ba-d781-49fd-a775-b4907f6b3a72,339830,10084146,69630451,false,0.000000000000,Did the person at the orb provide details on the invites/ referral program and the rewards?,33,12,15,52,56,2,67,30,null,null,2025-08-15T03:02:50.689,2025-08-15T03:06:56.689,th,2025-08-15T00:00:00.000,2025-08-15T00:00:00.000,TH,1,inbound,TH,2025-08-14T10:12:15.753,2025-08-14T00:00:00.000,0,JIB - Sa Kaeo CB
96e399ba-d781-49fd-a775-b4907f6b3a72,339830,5690230,69630451,false,0.000000000000,How old are you?,33,12,15,52,56,2,67,30,null,null,2025-08-15T03:02:50.689,2025-08-15T03:06:56.689,th,2025-08-15T00:00:00.000,2025-08-15T00:00:00.000,TH,1,inbound,TH,2025-08-14T10:12:15.753,2025-08-14T00:00:00.000,0,JIB - Sa Kaeo CB
96e399ba-d781-49fd-a775-b4907f6b3a72,339830,10731059,69630451,false,1.000000000000,How professional and trustworthy was the environment at the Orb?,33,12,15,52,56,2,67,30,null,null,2025-08-15T03:02:50.689,2025-08-15T03:06:56.689,th,2025-08-15T00:00:00.000,2025-08-15T00:00:00.000,TH,1,inbound,TH,2025-08-14T10:12:15.753,2025-08-14T00:00:00.000,0,JIB - Sa Kaeo CB
96e399ba-d781-49fd-a775-b4907f6b3a72,339830,9586804,69630451,false,0.000000000000,The Orb takes a photo of an iris. How do you think this information is used?,33,12,15,52,56,2,67,30,null,null,2025-08-15T03:02:50.689,2025-08-15T03:06:56.689,th,2025-08-15T00:00:00.000,2025-08-15T00:00:00.000,TH,1,inbound,TH,2025-08-14T10:12:15.753,2025-08-14T00:00:00.000,0,JIB - Sa Kaeo CB
96e399ba-d781-49fd-a775-b4907f6b3a72,339830,7898017,69630451,false,0.000000000000,How likely are you to recommend World to your family or friends?,33,12,15,52,56,2,67,30,null,null,2025-08-15T03:02:50.689,2025-08-15T03:06:56.689,th,2025-08-15T00:00:00.000,2025-08-15T00:00:00.000,TH,1,inbound,TH,2025-08-14T10:12:15.753,2025-08-14T00:00:00.000,0,JIB - Sa Kaeo CB